feature	chromosome	start	end	SLX-17922.D704tp_D505tp.HC22GBBXY.s_6.r_1	SLX-17921.D705tp_D508tp.H5J55BBXY.s_8.r_1
8:79500001-80000000	8	79500001	80000000	1.076	1.014
8:80000001-80500000	8	80000001	80500000	1.037	0.923
8:80500001-81000000	8	80500001	81000000	1.262	1.02
8:81000001-81500000	8	81000001	81500000	1.011	0.997
8:81500001-82000000	8	81500001	82000000	1.043	0.98
8:82000001-82500000	8	82000001	82500000	1.082	1.037
8:82500001-83000000	8	82500001	83000000	1.2	1.067
8:83000001-83500000	8	83000001	83500000	1.749	1
8:83500001-84000000	8	83500001	84000000	1.61	1.021
8:84000001-84500000	8	84000001	84500000	1.359	1.017
8:84500001-85000000	8	84500001	85000000	1.083	1.046
8:85000001-85500000	8	85000001	85500000	1.715	0.95
8:86000001-86500000	8	86000001	86500000	1.621	0.921
8:86500001-87000000	8	86500001	87000000	1.128	1.001
8:87000001-87500000	8	87000001	87500000	1.101	1.103
8:87500001-88000000	8	87500001	88000000	1.219	1.034
8:88000001-88500000	8	88000001	88500000	1.157	0.952
8:88500001-89000000	8	88500001	89000000	1.095	1.04
8:89000001-89500000	8	89000001	89500000	1.28	0.995
8:89500001-90000000	8	89500001	90000000	1.128	0.991
8:90000001-90500000	8	90000001	90500000	1.205	1.036
8:90500001-91000000	8	90500001	91000000	1.07	0.984
8:91000001-91500000	8	91000001	91500000	1.097	1.003
8:91500001-92000000	8	91500001	92000000	1.212	1.097
8:92000001-92500000	8	92000001	92500000	1.132	1.085
8:92500001-93000000	8	92500001	93000000	1.208	1.027
8:93000001-93500000	8	93000001	93500000	1.121	1.092
8:93500001-94000000	8	93500001	94000000	1.186	0.987
8:94000001-94500000	8	94000001	94500000	1.128	0.998
8:94500001-95000000	8	94500001	95000000	1.063	0.917
8:95000001-95500000	8	95000001	95500000	1.255	0.991
8:95500001-96000000	8	95500001	96000000	1.312	1.003
8:96000001-96500000	8	96000001	96500000	1.105	0.981
8:96500001-97000000	8	96500001	97000000	1.049	1.04
8:97000001-97500000	8	97000001	97500000	1.115	1.117
8:98000001-98500000	8	98000001	98500000	1.024	0.984
8:98500001-99000000	8	98500001	99000000	1.03	1.012
8:99500001-100000000	8	99500001	100000000	1.173	1.165
8:100000001-100500000	8	100000001	100500000	1.158	0.97
8:100500001-101000000	8	100500001	101000000	1.136	0.98
8:101000001-101500000	8	101000001	101500000	1.294	1.028
8:101500001-102000000	8	101500001	102000000	1.298	1.085
8:102000001-102500000	8	102000001	102500000	1.331	0.934
8:103500001-104000000	8	103500001	104000000	1.228	1.022
8:104000001-104500000	8	104000001	104500000	1.239	1.015
8:104500001-105000000	8	104500001	105000000	1.215	1.054
8:105000001-105500000	8	105000001	105500000	1.227	0.983
8:105500001-106000000	8	105500001	106000000	1.334	1.008
8:106000001-106500000	8	106000001	106500000	1.222	0.994
8:106500001-107000000	8	106500001	107000000	1.255	0.976
8:107000001-107500000	8	107000001	107500000	1.275	0.974
8:107500001-108000000	8	107500001	108000000	1.229	0.981
8:108000001-108500000	8	108000001	108500000	1.217	1.142
8:109000001-109500000	8	109000001	109500000	1.189	1.009
8:109500001-110000000	8	109500001	110000000	1.112	0.965
8:110000001-110500000	8	110000001	110500000	1.139	0.992
8:111500001-112000000	8	111500001	112000000	1.193	0.99
8:112000001-112500000	8	112000001	112500000	1.372	1.043
8:112500001-113000000	8	112500001	113000000	1.131	1.011
8:113000001-113500000	8	113000001	113500000	1.087	0.98
8:113500001-114000000	8	113500001	114000000	1.117	0.947
8:114000001-114500000	8	114000001	114500000	1.191	1.085
8:114500001-115000000	8	114500001	115000000	1.313	0.924
8:115000001-115500000	8	115000001	115500000	1.467	0.975
8:115500001-116000000	8	115500001	116000000	1.881	1.011
8:116000001-116500000	8	116000001	116500000	1.799	0.998
8:116500001-117000000	8	116500001	117000000	1.615	0.947
8:117000001-117500000	8	117000001	117500000	1.749	1.062
8:117500001-118000000	8	117500001	118000000	1.65	0.995
8:118000001-118500000	8	118000001	118500000	1.929	0.959
8:118500001-119000000	8	118500001	119000000	2.008	1.046
8:119000001-119500000	8	119000001	119500000	2.767	1.089
8:119500001-120000000	8	119500001	120000000	3.015	1.011
8:120500001-121000000	8	120500001	121000000	2.241	1.05
8:121000001-121500000	8	121000001	121500000	2.528	0.998
8:121500001-122000000	8	121500001	122000000	1.418	1.067
8:122000001-122500000	8	122000001	122500000	1.484	0.999
8:122500001-123000000	8	122500001	123000000	1.471	0.984
8:123000001-123500000	8	123000001	123500000	1.254	1.05
8:123500001-124000000	8	123500001	124000000	1.099	0.992
8:124000001-124500000	8	124000001	124500000	1.14	0.937
8:124500001-125000000	8	124500001	125000000	1.249	0.958
8:125000001-125500000	8	125000001	125500000	1.464	1.074
8:125500001-126000000	8	125500001	126000000	1.793	1.044
8:126000001-126500000	8	126000001	126500000	2.584	0.979
8:126500001-127000000	8	126500001	127000000	3.107	0.993
8:128000001-128500000	8	128000001	128500000	2.634	0.971
8:128500001-129000000	8	128500001	129000000	1.744	1.023
8:129000001-129500000	8	129000001	129500000	1.251	1.011
8:129500001-130000000	8	129500001	130000000	1.097	1.069
8:130000001-130500000	8	130000001	130500000	1.006	0.904
8:130500001-131000000	8	130500001	131000000	1.095	1.028
8:131000001-131500000	8	131000001	131500000	1.232	0.981
8:131500001-132000000	8	131500001	132000000	1.153	1.101
8:132000001-132500000	8	132000001	132500000	1.137	0.959
8:132500001-133000000	8	132500001	133000000	1.069	0.943
8:133000001-133500000	8	133000001	133500000	1.006	0.964
8:134000001-134500000	8	134000001	134500000	1.06	0.936
8:134500001-135000000	8	134500001	135000000	1.115	1.042
8:135000001-135500000	8	135000001	135500000	1.186	1.026
8:135500001-136000000	8	135500001	136000000	1.099	0.992
8:136000001-136500000	8	136000001	136500000	1.124	0.994
8:136500001-137000000	8	136500001	137000000	1.056	0.971
8:137000001-137500000	8	137000001	137500000	1.116	0.946
8:137500001-138000000	8	137500001	138000000	1.11	0.987
8:138000001-138500000	8	138000001	138500000	1.23	1.078
8:138500001-139000000	8	138500001	139000000	1.019	0.986
8:139000001-139500000	8	139000001	139500000	1.211	1.032
8:139500001-140000000	8	139500001	140000000	1.14	0.955
8:140000001-140500000	8	140000001	140500000	1.129	1.022
8:140500001-141000000	8	140500001	141000000	1.047	0.938
8:141000001-141500000	8	141000001	141500000	1.224	0.949
8:141500001-142000000	8	141500001	142000000	1.415	1.005
8:142000001-142500000	8	142000001	142500000	1.65	1
8:142500001-143000000	8	142500001	143000000	1.364	1.023
8:143000001-143500000	8	143000001	143500000	1.548	1
8:143500001-144000000	8	143500001	144000000	1.191	0.918
8:144000001-144500000	8	144000001	144500000	1.093	1.004
8:144500001-145000000	8	144500001	145000000	1.163	0.994
9:500001-1000000	9	500001	1000000	0.901	1.021
9:1000001-1500000	9	1000001	1500000	0.906	1.029
9:1500001-2000000	9	1500001	2000000	1.026	1.166
9:2000001-2500000	9	2000001	2500000	0.923	0.995
9:2500001-3000000	9	2500001	3000000	0.871	0.98
9:3000001-3500000	9	3000001	3500000	0.935	1.024
9:3500001-4000000	9	3500001	4000000	0.984	1.004
9:4000001-4500000	9	4000001	4500000	0.937	1.011
9:4500001-5000000	9	4500001	5000000	0.901	1.01
9:5500001-6000000	9	5500001	6000000	0.91	0.991
9:6000001-6500000	9	6000001	6500000	1.014	0.899
9:6500001-7000000	9	6500001	7000000	0.859	0.92
9:7000001-7500000	9	7000001	7500000	0.986	1.046
9:7500001-8000000	9	7500001	8000000	0.968	1.006
9:8000001-8500000	9	8000001	8500000	0.957	1.007
9:8500001-9000000	9	8500001	9000000	1.002	0.956
9:9000001-9500000	9	9000001	9500000	0.929	1.041
9:10000001-10500000	9	10000001	10500000	0.986	1.058
9:10500001-11000000	9	10500001	11000000	0.883	1.033
9:11000001-11500000	9	11000001	11500000	0.892	0.858
9:11500001-12000000	9	11500001	12000000	0.932	0.973
9:12000001-12500000	9	12000001	12500000	0.946	0.989
9:12500001-13000000	9	12500001	13000000	0.876	0.958
9:13000001-13500000	9	13000001	13500000	0.93	0.962
9:13500001-14000000	9	13500001	14000000	0.941	0.942
9:14000001-14500000	9	14000001	14500000	0.999	0.975
9:14500001-15000000	9	14500001	15000000	1.012	1.092
9:15000001-15500000	9	15000001	15500000	0.905	0.986
9:16000001-16500000	9	16000001	16500000	1.028	1.043
9:16500001-17000000	9	16500001	17000000	0.975	0.989
9:17000001-17500000	9	17000001	17500000	0.955	0.894
9:17500001-18000000	9	17500001	18000000	0.967	1.016
9:18500001-19000000	9	18500001	19000000	0.971	1.004
9:19000001-19500000	9	19000001	19500000	0.871	0.979
9:19500001-20000000	9	19500001	20000000	1.031	1.113
9:20000001-20500000	9	20000001	20500000	1.043	1.059
9:20500001-21000000	9	20500001	21000000	1.01	1.011
9:21000001-21500000	9	21000001	21500000	0.957	1.032
9:21500001-22000000	9	21500001	22000000	0.945	1.029
9:22000001-22500000	9	22000001	22500000	0.992	1.024
9:22500001-23000000	9	22500001	23000000	0.908	1.003
9:23000001-23500000	9	23000001	23500000	0.935	1.047
9:23500001-24000000	9	23500001	24000000	1.037	0.982
9:24000001-24500000	9	24000001	24500000	0.961	1.071
9:24500001-25000000	9	24500001	25000000	0.961	1.049
9:25000001-25500000	9	25000001	25500000	0.933	0.984
9:25500001-26000000	9	25500001	26000000	0.881	0.979
9:26000001-26500000	9	26000001	26500000	1.028	0.969
9:26500001-27000000	9	26500001	27000000	0.94	1.008
9:27000001-27500000	9	27000001	27500000	0.879	1.04
9:27500001-28000000	9	27500001	28000000	0.85	1.047
9:28000001-28500000	9	28000001	28500000	0.924	1.006
9:28500001-29000000	9	28500001	29000000	0.989	1.087
9:29000001-29500000	9	29000001	29500000	0.987	1.001
9:29500001-30000000	9	29500001	30000000	0.95	1.014
9:30000001-30500000	9	30000001	30500000	0.936	1.014
9:30500001-31000000	9	30500001	31000000	0.98	0.929
9:31500001-32000000	9	31500001	32000000	0.964	1.022
9:32000001-32500000	9	32000001	32500000	0.977	1.055
9:32500001-33000000	9	32500001	33000000	0.918	0.937
9:33000001-33500000	9	33000001	33500000	0.941	0.94
9:34000001-34500000	9	34000001	34500000	0.937	0.99
9:35000001-35500000	9	35000001	35500000	0.939	0.966
9:35500001-36000000	9	35500001	36000000	0.817	0.958
9:36500001-37000000	9	36500001	37000000	1.059	1.136
9:37000001-37500000	9	37000001	37500000	0.904	0.95
9:37500001-38000000	9	37500001	38000000	0.952	1.047
9:38000001-38500000	9	38000001	38500000	1.088	1.032
9:68500001-69000000	9	68500001	69000000	0.98	1.006
9:69000001-69500000	9	69000001	69500000	1.031	0.982
9:69500001-70000000	9	69500001	70000000	1.057	0.986
9:70000001-70500000	9	70000001	70500000	1.074	0.985
9:70500001-71000000	9	70500001	71000000	0.983	0.977
9:71000001-71500000	9	71000001	71500000	1.007	1.018
9:71500001-72000000	9	71500001	72000000	0.914	0.984
9:72000001-72500000	9	72000001	72500000	1.03	1.074
9:73000001-73500000	9	73000001	73500000	0.937	0.917
9:73500001-74000000	9	73500001	74000000	1.03	1.039
9:74000001-74500000	9	74000001	74500000	0.997	1.006
9:74500001-75000000	9	74500001	75000000	1.054	1.024
9:75000001-75500000	9	75000001	75500000	0.991	0.916
9:75500001-76000000	9	75500001	76000000	1.037	0.961
9:76000001-76500000	9	76000001	76500000	0.994	0.932
9:76500001-77000000	9	76500001	77000000	1.006	1.018
9:77000001-77500000	9	77000001	77500000	1.138	1.027
9:77500001-78000000	9	77500001	78000000	1.006	0.978
9:78000001-78500000	9	78000001	78500000	1.011	1.013
9:79000001-79500000	9	79000001	79500000	1.017	1.061
9:80000001-80500000	9	80000001	80500000	0.995	1.022
9:81000001-81500000	9	81000001	81500000	0.979	1.103
9:82500001-83000000	9	82500001	83000000	1.013	1.049
9:83000001-83500000	9	83000001	83500000	0.963	1.001
9:83500001-84000000	9	83500001	84000000	0.935	0.986
9:84000001-84500000	9	84000001	84500000	1.031	1.02
9:84500001-85000000	9	84500001	85000000	1.028	1.009
9:85000001-85500000	9	85000001	85500000	1.124	1.113
9:85500001-86000000	9	85500001	86000000	0.973	0.886
9:86000001-86500000	9	86000001	86500000	1.025	1.025
9:86500001-87000000	9	86500001	87000000	1.065	1.052
9:87000001-87500000	9	87000001	87500000	1.087	0.945
9:87500001-88000000	9	87500001	88000000	0.923	0.991
9:88000001-88500000	9	88000001	88500000	1.08	1.053
9:88500001-89000000	9	88500001	89000000	1.059	1.009
9:89000001-89500000	9	89000001	89500000	0.944	0.991
9:89500001-90000000	9	89500001	90000000	0.954	1.096
9:90000001-90500000	9	90000001	90500000	1.094	1.04
9:90500001-91000000	9	90500001	91000000	1.083	1.073
9:91000001-91500000	9	91000001	91500000	1.029	0.988
9:91500001-92000000	9	91500001	92000000	1.041	1.015
9:93000001-93500000	9	93000001	93500000	0.922	1.026
9:93500001-94000000	9	93500001	94000000	0.884	0.991
9:94500001-95000000	9	94500001	95000000	1.053	1.014
9:95000001-95500000	9	95000001	95500000	0.97	1.031
9:96000001-96500000	9	96000001	96500000	0.992	1.033
9:97500001-98000000	9	97500001	98000000	1.041	0.975
9:98000001-98500000	9	98000001	98500000	1.044	1.061
9:98500001-99000000	9	98500001	99000000	1.092	0.968
9:99000001-99500000	9	99000001	99500000	1.036	0.958
9:99500001-100000000	9	99500001	100000000	1.122	0.916
9:100000001-100500000	9	100000001	100500000	0.981	0.99
9:100500001-101000000	9	100500001	101000000	1.103	1.111
9:101000001-101500000	9	101000001	101500000	1.013	0.92
9:101500001-102000000	9	101500001	102000000	1.061	0.999
9:102000001-102500000	9	102000001	102500000	0.944	0.999
9:102500001-103000000	9	102500001	103000000	0.951	0.983
9:103000001-103500000	9	103000001	103500000	0.96	0.977
9:103500001-104000000	9	103500001	104000000	1.052	1.027
9:104000001-104500000	9	104000001	104500000	1.015	1.015
9:104500001-105000000	9	104500001	105000000	1.067	1.038
9:105000001-105500000	9	105000001	105500000	0.947	0.977
9:105500001-106000000	9	105500001	106000000	1.088	0.949
9:106000001-106500000	9	106000001	106500000	1.048	0.984
9:106500001-107000000	9	106500001	107000000	1.083	1.1
9:107000001-107500000	9	107000001	107500000	1.072	1.055
9:107500001-108000000	9	107500001	108000000	0.997	1.044
9:108000001-108500000	9	108000001	108500000	1.006	1.005
9:108500001-109000000	9	108500001	109000000	0.988	1.036
9:109000001-109500000	9	109000001	109500000	1.01	0.986
9:109500001-110000000	9	109500001	110000000	1.082	0.988
9:110000001-110500000	9	110000001	110500000	1.005	1.102
9:110500001-111000000	9	110500001	111000000	0.986	0.997
9:111000001-111500000	9	111000001	111500000	0.946	0.992
9:111500001-112000000	9	111500001	112000000	0.983	0.993
9:112000001-112500000	9	112000001	112500000	0.935	0.926
9:112500001-113000000	9	112500001	113000000	1.045	0.973
9:113000001-113500000	9	113000001	113500000	0.995	1.02
9:113500001-114000000	9	113500001	114000000	1.062	0.956
9:114000001-114500000	9	114000001	114500000	0.988	0.983
9:114500001-115000000	9	114500001	115000000	1.001	0.972
9:115000001-115500000	9	115000001	115500000	1.086	1.09
9:115500001-116000000	9	115500001	116000000	1.057	1.024
9:116000001-116500000	9	116000001	116500000	0.987	0.986
9:116500001-117000000	9	116500001	117000000	1.013	1.053
9:117500001-118000000	9	117500001	118000000	0.996	1.054
9:118000001-118500000	9	118000001	118500000	1.029	0.939
9:118500001-119000000	9	118500001	119000000	0.958	0.987
9:119000001-119500000	9	119000001	119500000	1.044	1.093
9:119500001-120000000	9	119500001	120000000	1.033	1.04
9:120000001-120500000	9	120000001	120500000	1.158	1.039
9:120500001-121000000	9	120500001	121000000	0.979	0.959
9:121000001-121500000	9	121000001	121500000	0.864	0.968
9:121500001-122000000	9	121500001	122000000	1.091	1.073
9:122000001-122500000	9	122000001	122500000	0.966	1.02
9:123000001-123500000	9	123000001	123500000	1.056	0.988
9:123500001-124000000	9	123500001	124000000	0.988	1.053
9:124000001-124500000	9	124000001	124500000	1.036	1.008
9:124500001-125000000	9	124500001	125000000	0.947	1.008
9:125000001-125500000	9	125000001	125500000	0.955	1.013
9:125500001-126000000	9	125500001	126000000	1.04	0.976
9:126000001-126500000	9	126000001	126500000	1.027	1.013
9:126500001-127000000	9	126500001	127000000	0.933	0.956
9:127000001-127500000	9	127000001	127500000	0.947	0.971
9:127500001-128000000	9	127500001	128000000	0.926	0.939
9:128000001-128500000	9	128000001	128500000	0.969	1.033
9:128500001-129000000	9	128500001	129000000	1.07	1.054
9:129000001-129500000	9	129000001	129500000	0.985	0.942
9:130000001-130500000	9	130000001	130500000	1.023	0.993
9:130500001-131000000	9	130500001	131000000	1.091	1.017
9:131000001-131500000	9	131000001	131500000	1.009	1.065
9:131500001-132000000	9	131500001	132000000	1.019	0.983
9:132000001-132500000	9	132000001	132500000	0.947	0.98
9:132500001-133000000	9	132500001	133000000	1.038	0.959
9:133000001-133500000	9	133000001	133500000	0.978	0.957
9:133500001-134000000	9	133500001	134000000	0.94	0.902
9:134500001-135000000	9	134500001	135000000	0.986	0.979
9:135000001-135500000	9	135000001	135500000	0.957	1.008
9:135500001-136000000	9	135500001	136000000	1.074	0.987
9:136000001-136500000	9	136000001	136500000	0.902	0.902
9:136500001-137000000	9	136500001	137000000	0.988	0.96
9:137000001-137500000	9	137000001	137500000	0.963	1.001
9:137500001-138000000	9	137500001	138000000	1.104	0.99
10:1-500000	10	1	500000	0.978	1
10:500001-1000000	10	500001	1000000	1.012	0.998
10:1000001-1500000	10	1000001	1500000	1.041	0.971
10:1500001-2000000	10	1500001	2000000	0.954	0.921
10:2500001-3000000	10	2500001	3000000	0.998	0.975
10:3000001-3500000	10	3000001	3500000	0.899	1.005
10:3500001-4000000	10	3500001	4000000	0.831	0.925
10:4000001-4500000	10	4000001	4500000	0.864	0.935
10:4500001-5000000	10	4500001	5000000	0.889	0.958
10:5000001-5500000	10	5000001	5500000	0.953	1.038
10:5500001-6000000	10	5500001	6000000	1.014	0.947
10:6000001-6500000	10	6000001	6500000	0.944	0.953
10:6500001-7000000	10	6500001	7000000	0.901	1.027
10:7000001-7500000	10	7000001	7500000	0.969	0.986
10:7500001-8000000	10	7500001	8000000	0.91	0.948
10:8000001-8500000	10	8000001	8500000	0.962	1.025
10:8500001-9000000	10	8500001	9000000	1.01	0.984
10:9000001-9500000	10	9000001	9500000	0.975	0.959
10:9500001-10000000	10	9500001	10000000	0.918	0.98
10:10000001-10500000	10	10000001	10500000	0.935	0.96
10:10500001-11000000	10	10500001	11000000	1.001	1.017
10:11000001-11500000	10	11000001	11500000	0.872	0.894
10:11500001-12000000	10	11500001	12000000	0.964	1.001
10:12000001-12500000	10	12000001	12500000	0.922	0.988
10:12500001-13000000	10	12500001	13000000	0.96	0.986
10:13000001-13500000	10	13000001	13500000	1.079	0.867
10:13500001-14000000	10	13500001	14000000	0.898	1.034
10:14000001-14500000	10	14000001	14500000	0.862	0.924
10:14500001-15000000	10	14500001	15000000	0.827	0.933
10:15000001-15500000	10	15000001	15500000	0.982	1.023
10:15500001-16000000	10	15500001	16000000	0.939	0.966
10:16000001-16500000	10	16000001	16500000	1.01	0.933
10:16500001-17000000	10	16500001	17000000	1.014	0.964
10:17000001-17500000	10	17000001	17500000	0.838	1.034
10:17500001-18000000	10	17500001	18000000	0.955	0.989
10:18000001-18500000	10	18000001	18500000	0.916	1.008
10:18500001-19000000	10	18500001	19000000	0.945	0.954
10:19000001-19500000	10	19000001	19500000	0.926	1.013
10:20000001-20500000	10	20000001	20500000	0.9	1.03
10:20500001-21000000	10	20500001	21000000	1.084	1.079
10:21000001-21500000	10	21000001	21500000	0.917	0.98
10:21500001-22000000	10	21500001	22000000	0.938	0.926
10:22000001-22500000	10	22000001	22500000	0.942	1.01
10:22500001-23000000	10	22500001	23000000	0.873	0.949
10:23000001-23500000	10	23000001	23500000	0.907	0.982
10:23500001-24000000	10	23500001	24000000	0.96	1.102
10:24000001-24500000	10	24000001	24500000	0.939	1.028
10:24500001-25000000	10	24500001	25000000	0.982	0.956
10:25000001-25500000	10	25000001	25500000	1.008	1.027
10:26000001-26500000	10	26000001	26500000	0.918	1.007
10:27000001-27500000	10	27000001	27500000	0.904	1.023
10:27500001-28000000	10	27500001	28000000	1.011	0.999
10:28000001-28500000	10	28000001	28500000	0.849	0.947
10:28500001-29000000	10	28500001	29000000	0.851	0.945
10:29000001-29500000	10	29000001	29500000	0.876	0.921
10:29500001-30000000	10	29500001	30000000	0.926	0.97
10:30000001-30500000	10	30000001	30500000	0.915	0.944
10:31000001-31500000	10	31000001	31500000	0.961	0.994
10:31500001-32000000	10	31500001	32000000	0.934	1.026
10:32000001-32500000	10	32000001	32500000	0.909	0.925
10:32500001-33000000	10	32500001	33000000	0.978	1.03
10:33000001-33500000	10	33000001	33500000	0.93	1.068
10:33500001-34000000	10	33500001	34000000	0.944	1.029
10:34000001-34500000	10	34000001	34500000	0.97	0.986
10:34500001-35000000	10	34500001	35000000	0.907	0.981
10:35000001-35500000	10	35000001	35500000	0.882	0.888
10:35500001-36000000	10	35500001	36000000	0.935	0.998
10:36500001-37000000	10	36500001	37000000	0.998	1.011
10:43000001-43500000	10	43000001	43500000	0.93	1.025
10:43500001-44000000	10	43500001	44000000	0.97	1.017
10:44000001-44500000	10	44000001	44500000	1.013	1.097
10:44500001-45000000	10	44500001	45000000	0.894	1.01
10:45000001-45500000	10	45000001	45500000	0.867	1.036
10:47000001-47500000	10	47000001	47500000	1.029	0.959
10:48500001-49000000	10	48500001	49000000	0.984	0.993
10:49000001-49500000	10	49000001	49500000	0.925	1.033
10:50500001-51000000	10	50500001	51000000	0.962	0.985
10:51000001-51500000	10	51000001	51500000	1.152	0.987
10:51500001-52000000	10	51500001	52000000	1.509	1.061
10:52000001-52500000	10	52000001	52500000	4.072	1.034
10:52500001-53000000	10	52500001	53000000	3.768	0.958
10:53000001-53500000	10	53000001	53500000	1.251	0.929
10:53500001-54000000	10	53500001	54000000	3.142	1.011
10:54000001-54500000	10	54000001	54500000	1.126	0.969
10:54500001-55000000	10	54500001	55000000	1.464	1.055
10:55000001-55500000	10	55000001	55500000	1.049	0.971
10:56000001-56500000	10	56000001	56500000	1.17	0.941
10:56500001-57000000	10	56500001	57000000	1.06	0.946
10:57000001-57500000	10	57000001	57500000	1.137	0.964
10:58000001-58500000	10	58000001	58500000	1.016	1.013
10:58500001-59000000	10	58500001	59000000	1.258	0.984
10:59500001-60000000	10	59500001	60000000	1.601	0.925
10:60000001-60500000	10	60000001	60500000	1.899	0.975
10:60500001-61000000	10	60500001	61000000	2.055	1.01
10:61000001-61500000	10	61000001	61500000	1.719	1.014
10:61500001-62000000	10	61500001	62000000	1.656	0.998
10:62000001-62500000	10	62000001	62500000	1.764	1.008
10:62500001-63000000	10	62500001	63000000	1.66	1.065
10:63000001-63500000	10	63000001	63500000	1.391	0.895
10:63500001-64000000	10	63500001	64000000	1.54	0.98
10:64000001-64500000	10	64000001	64500000	1.11	1.021
10:64500001-65000000	10	64500001	65000000	1.211	1.034
10:65000001-65500000	10	65000001	65500000	1.08	0.988
10:65500001-66000000	10	65500001	66000000	1.075	0.989
10:66000001-66500000	10	66000001	66500000	1.087	1.022
10:66500001-67000000	10	66500001	67000000	1.472	1.014
10:67000001-67500000	10	67000001	67500000	1.011	1.05
10:67500001-68000000	10	67500001	68000000	1.05	1.026
10:68000001-68500000	10	68000001	68500000	0.911	0.908
10:68500001-69000000	10	68500001	69000000	0.933	0.896
10:69000001-69500000	10	69000001	69500000	0.841	0.985
10:70000001-70500000	10	70000001	70500000	0.901	0.966
10:70500001-71000000	10	70500001	71000000	0.937	1.028
10:71000001-71500000	10	71000001	71500000	0.986	0.927
10:71500001-72000000	10	71500001	72000000	0.931	0.961
10:72000001-72500000	10	72000001	72500000	0.908	0.981
10:72500001-73000000	10	72500001	73000000	1.036	0.938
10:73000001-73500000	10	73000001	73500000	1.326	0.964
10:73500001-74000000	10	73500001	74000000	1.654	1.004
10:74000001-74500000	10	74000001	74500000	1.475	0.942
10:74500001-75000000	10	74500001	75000000	1.372	0.993
10:75000001-75500000	10	75000001	75500000	1.437	0.964
10:75500001-76000000	10	75500001	76000000	1.903	1.028
10:76000001-76500000	10	76000001	76500000	1.978	1.045
10:76500001-77000000	10	76500001	77000000	2.088	1.028
10:77500001-78000000	10	77500001	78000000	1.932	1.037
10:78000001-78500000	10	78000001	78500000	2.184	1.036
10:78500001-79000000	10	78500001	79000000	1.894	1.048
10:80000001-80500000	10	80000001	80500000	1.966	0.959
10:80500001-81000000	10	80500001	81000000	2.22	1.216
10:81000001-81500000	10	81000001	81500000	2.514	0.986
10:81500001-82000000	10	81500001	82000000	2.121	1.024
10:82000001-82500000	10	82000001	82500000	2.419	0.977
10:82500001-83000000	10	82500001	83000000	1.704	1.021
10:83000001-83500000	10	83000001	83500000	1.004	0.947
10:83500001-84000000	10	83500001	84000000	1.188	1.01
10:84000001-84500000	10	84000001	84500000	1.133	1.102
10:84500001-85000000	10	84500001	85000000	1.119	1.102
10:85000001-85500000	10	85000001	85500000	1.251	1.047
10:85500001-86000000	10	85500001	86000000	1.149	1.002
10:86000001-86500000	10	86000001	86500000	1.313	1.074
10:86500001-87000000	10	86500001	87000000	1.074	1.037
10:87500001-88000000	10	87500001	88000000	0.918	0.903
10:88500001-89000000	10	88500001	89000000	0.89	1.039
10:89000001-89500000	10	89000001	89500000	0.908	0.98
10:90000001-90500000	10	90000001	90500000	0.993	1.084
10:90500001-91000000	10	90500001	91000000	0.952	0.965
10:91000001-91500000	10	91000001	91500000	0.984	1.089
10:91500001-92000000	10	91500001	92000000	1.003	0.984
10:92000001-92500000	10	92000001	92500000	0.911	0.964
10:92500001-93000000	10	92500001	93000000	0.905	0.977
10:93000001-93500000	10	93000001	93500000	0.953	0.99
10:93500001-94000000	10	93500001	94000000	0.991	0.991
10:94000001-94500000	10	94000001	94500000	0.934	0.973
10:95000001-95500000	10	95000001	95500000	1.044	0.995
10:95500001-96000000	10	95500001	96000000	1.013	0.994
10:96000001-96500000	10	96000001	96500000	0.98	1.017
10:96500001-97000000	10	96500001	97000000	0.847	0.919
10:97000001-97500000	10	97000001	97500000	0.913	1.06
10:97500001-98000000	10	97500001	98000000	1.049	1.064
10:98000001-98500000	10	98000001	98500000	0.965	0.992
10:98500001-99000000	10	98500001	99000000	1.051	1.046
10:99000001-99500000	10	99000001	99500000	0.989	1.039
10:99500001-100000000	10	99500001	100000000	0.995	1.023
10:100500001-101000000	10	100500001	101000000	0.992	0.989
10:101000001-101500000	10	101000001	101500000	0.994	0.998
10:101500001-102000000	10	101500001	102000000	0.973	1.003
10:102000001-102500000	10	102000001	102500000	0.889	1.024
10:102500001-103000000	10	102500001	103000000	0.949	0.98
10:103000001-103500000	10	103000001	103500000	0.935	0.951
10:103500001-104000000	10	103500001	104000000	0.975	0.94
10:104000001-104500000	10	104000001	104500000	0.897	1.018
10:104500001-105000000	10	104500001	105000000	1.055	1.048
10:105000001-105500000	10	105000001	105500000	0.977	1.02
10:105500001-106000000	10	105500001	106000000	0.933	0.994
10:106000001-106500000	10	106000001	106500000	0.956	0.944
10:106500001-107000000	10	106500001	107000000	0.94	1.081
10:107000001-107500000	10	107000001	107500000	1.007	1.058
10:107500001-108000000	10	107500001	108000000	0.867	1.085
10:108000001-108500000	10	108000001	108500000	0.992	1.041
10:108500001-109000000	10	108500001	109000000	0.945	1.031
10:109000001-109500000	10	109000001	109500000	1	0.967
10:110000001-110500000	10	110000001	110500000	0.856	0.954
10:110500001-111000000	10	110500001	111000000	0.857	1.005
10:111000001-111500000	10	111000001	111500000	0.986	0.981
10:111500001-112000000	10	111500001	112000000	1.002	1.04
10:112000001-112500000	10	112000001	112500000	0.97	1.129
